Frame,T,Caos_Original,Caos_Fenix,Ruido_Vibracional,Fluxo_Qiskit,q0_x,q0_y,q0_z,q0_S,q0_VR_Ganho,q0_Torque,q1_x,q1_y,q1_z,q1_S,q1_VR_Ganho,q1_Torque,q2_x,q2_y,q2_z,q2_S,q2_VR_Ganho,q2_Torque,q3_x,q3_y,q3_z,q3_S,q3_VR_Ganho,q3_Torque,q4_x,q4_y,q4_z,q4_S,q4_VR_Ganho,q4_Torque,q5_x,q5_y,q5_z,q5_S,q5_VR_Ganho,q5_Torque,q6_x,q6_y,q6_z,q6_S,q6_VR_Ganho,q6_Torque,q7_x,q7_y,q7_z,q7_S,q7_VR_Ganho,q7_Torque,q8_x,q8_y,q8_z,q8_S,q8_VR_Ganho,q8_Torque,q9_x,q9_y,q9_z,q9_S,q9_VR_Ganho,q9_Torque,q10_x,q10_y,q10_z,q10_S,q10_VR_Ganho,q10_Torque,q11_x,q11_y,q11_z,q11_S,q11_VR_Ganho,q11_Torque,q12_x,q12_y,q12_z,q12_S,q12_VR_Ganho,q12_Torque,q13_x,q13_y,q13_z,q13_S,q13_VR_Ganho,q13_Torque
52,2.60000000,0.37142857,0.37142857,0.19063961,0.05000000,-8.90879332,-16.61884945,0.00000129,0.94095668,0.71779650,-0.02861094,-0.68345927,-18.84369747,0.00000129,0.94029674,0.73979966,-0.05182498,7.59532815,-17.25870235,0.00000129,0.94007726,0.74727817,-0.05986505,14.34281329,-12.24052541,0.00000129,0.93533656,0.93050421,-0.27859286,18.19909974,-4.93409025,0.00000129,0.94069669,0.72637914,-0.03758678,18.50035725,3.64527335,0.00000129,0.93953331,0.76616752,-0.08050439,15.23193678,11.11458421,0.00000129,0.93451695,0.96684588,-0.32651584,8.77545819,16.68961577,0.00000129,0.94019350,0.74330722,-0.05558655,0.42983075,18.85110617,0.00000129,0.93739974,0.84539897,-0.17202344,-7.78772584,17.17265437,0.00000129,0.93718778,0.85374150,-0.18210455,-14.14246022,12.47173244,0.00000129,0.94145820,0.70154896,-0.01190106,-18.17966430,5.00526230,0.00000129,0.94104007,0.71506715,-0.02577799,-18.52394737,-3.52275485,0.00000129,0.93502993,0.94392396,-0.29612679,-15.08455477,-11.31403623,0.00000129,0.93950750,0.76707625,-0.08150914
53,2.65000000,0.37857143,0.37857143,0.24483941,0.05000000,-7.41580254,-17.26788782,0.00000118,0.92732871,0.95377367,-0.31593043,1.13171114,-18.75892017,0.00000118,0.92967186,0.84183331,-0.17375286,8.67570384,-16.67048505,0.00000118,0.92660437,0.99154068,-0.36694554,15.09765319,-11.19080665,0.00000118,0.92683770,0.97920176,-0.35011736,18.53999919,-3.07344740,0.00000118,0.92954346,0.84758612,-0.18071265,18.18408541,4.74467367,0.00000118,0.92659296,0.99214835,-0.36777828,13.97659104,12.56320609,0.00000118,0.93053274,0.80432966,-0.12935660,7.12167984,17.39138227,0.00000118,0.93007161,0.82418966,-0.15265379,-0.92497923,18.77016927,0.00000118,0.92780243,0.92991265,-0.28446660,-8.69542930,16.66052782,0.00000118,0.93328179,0.69612440,-0.01137783,-15.31521399,10.89149486,0.00000118,0.93127389,0.77348039,-0.09414530,-18.52313852,3.17318486,0.00000118,0.92837396,0.90197682,-0.24840890,-18.12899555,-4.95197380,0.00000118,0.93256629,0.72268973,-0.03887792,-13.96737870,-12.57343169,0.00000118,0.93028938,0.81474561,-0.14151486
54,2.70000000,0.38571429,0.38571429,0.23909398,-0.05000000,-5.73165928,-17.83915248,0.00000107,0.94035922,0.77908824,-0.10602092,2.34014290,-18.59066878,0.00000107,0.94160573,0.72449647,-0.04595909,10.14352557,-15.75431204,0.00000107,0.94174879,0.71849828,-0.03960529,15.86638027,-9.96737289,0.00000107,0.94244130,0.69020482,-0.01031677,18.66779759,-1.61157860,0.00000107,0.93817453,0.88568161,-0.23410030,17.62865787,6.34981009,0.00000107,0.94188109,0.71299863,-0.03382359,12.86275870,13.62476055,0.00000107,0.93869026,0.85918222,-0.20099713,6.07290805,17.72596182,0.00000107,0.94205205,0.70595840,-0.02648426,-2.31337061,18.59402366,0.00000107,0.94171087,0.72008333,-0.04127945,-10.37300656,15.60410275,0.00000107,0.94036461,0.77884305,-0.10574240,-16.14944835,9.50165402,0.00000107,0.93961448,0.81379404,-0.14621138,-18.65684674,1.73506964,0.00000107,0.94107185,0.74735953,-0.07062949,-17.63672394,-6.32738241,0.00000107,0.94196590,0.70949661,-0.03016405,-12.85755961,-13.62972108,0.00000107,0.93963043,0.81303332,-0.14531434
55,2.75000000,0.39285714,0.39285714,0.17481001,0.05000000,-4.19031132,-18.21235305,0.00000095,0.95751820,0.83083079,-0.17242067,4.09864976,-18.23318373,0.00000095,0.95687685,0.86429681,-0.21349696,11.62511867,-14.63232719,0.00000095,0.95737846,0.83800266,-0.18111177,16.58095369,-8.62109736,0.00000095,0.96057773,0.68916199,-0.01418173,18.68482558,-0.35774404,0.00000095,0.95986783,0.71956320,-0.04586944,16.98356275,7.79802750,0.00000095,0.95981269,0.72198353,-0.04844812,12.00946701,14.31864960,0.00000095,0.96023126,0.70382435,-0.02930069,4.43211062,18.15497640,0.00000095,0.95563899,0.93302747,-0.30186845,-4.10965099,18.23073735,0.00000095,0.95806138,0.80356858,-0.13995304,-11.62631360,14.63138401,0.00000095,0.95757592,0.82788746,-0.16887174,-16.80080663,8.18426940,0.00000095,0.95844323,0.78497606,-0.11833913,-18.68808964,0.06723801,0.00000095,0.95827751,0.79298836,-0.12760008,-16.86243936,-8.05643202,0.00000095,0.95691944,0.86203023,-0.21067347,-11.76849396,-14.51722638,0.00000095,0.95622115,0.90000386,-0.25875194
56,2.80000000,0.40000000,0.40000000,0.06772645,-0.05000000,-3.00322178,-18.40102901,0.00000084,0.97921295,0.94201232,-0.32053201,5.26453691,-17.88580066,0.00000084,0.97916428,0.94471094,-0.32415273,12.73636450,-13.61624009,0.00000084,0.98176404,0.81145700,-0.15505006,17.25883195,-7.05333197,0.00000084,0.98396891,0.71413997,-0.04522198,18.59818675,1.31312467,0.00000084,0.98315680,0.74845174,-0.08251789,16.12955993,9.35169594,0.00000084,0.98235466,0.78407408,-0.12290222,10.87921988,15.14131050,0.00000084,0.98465594,0.68642266,-0.01629449,2.91250794,18.41559444,0.00000084,0.98343612,0.73645612,-0.06929637,-5.16762276,17.91402857,0.00000084,0.98426883,0.70189568,-0.03230791,-12.70869400,13.64206804,0.00000084,0.98232310,0.78551188,-0.12456672,-17.16236728,7.28490520,0.00000084,0.98481477,0.68017948,-0.00993159,-18.58623512,-1.47270313,0.00000084,0.98159614,0.81942673,-0.16458162,-16.33368816,-8.99040397,0.00000084,0.98440149,0.69655193,-0.02673859,-10.92160097,-15.11076856,0.00000084,0.98481610,0.68012764,-0.00987899
57,2.85000000,0.40714286,0.40714286,-0.05593891,0.05000000,-1.28096617,-18.56161033,0.00000072,0.99238180,0.88897008,-0.25731342,6.89995494,-17.27903001,0.00000072,0.99237816,0.88879914,-0.25709302,13.68643993,-12.60378252,0.00000072,0.99263524,0.90095574,-0.27284878,17.76244719,-5.53841038,0.00000072,0.98852770,0.72405423,-0.06100437,18.36899292,2.95917138,0.00000072,0.99026504,0.79450751,-0.14071524,15.28131322,10.61396202,0.00000072,0.99195636,0.86918320,-0.23202106,9.14906145,16.20091326,0.00000072,0.99178259,0.86122026,-0.22196907,1.29020084,18.56105933,0.00000072,0.98941095,0.75911058,-0.09984964,-6.98156242,17.24624763,0.00000072,0.99146171,0.84669357,-0.20382151,-13.77186078,12.51043900,0.00000072,0.99149579,0.84822568,-0.20572383,-17.82344217,5.33849557,0.00000072,0.99204451,0.87324921,-0.23718195,-18.44291512,-2.45584212,0.00000072,0.99416430,0.97652202,-0.37438378,-15.26835594,-10.63268414,0.00000072,0.99020271,0.79187305,-0.13761856,-9.20410482,-16.16978315,0.00000072,0.98950946,0.76311683,-0.10439341
58,2.90000000,0.41428571,0.41428571,-0.16590847,0.05000000,0.24258006,-18.57271569,0.00000060,0.96364202,0.88154640,-0.25406880,8.35345355,-16.58995338,0.00000060,0.96241443,0.82685548,-0.18534823,14.48702841,-11.62489141,0.00000060,0.95932394,0.70279266,-0.04328665,18.14000618,-3.99295981,0.00000060,0.96425458,0.91007474,-0.29127594,18.03332230,4.45046519,0.00000060,0.96205978,0.81165136,-0.16687660,14.32065302,11.82905793,0.00000060,0.96185149,0.80284355,-0.15630586,7.79984229,16.85727641,0.00000060,0.96324109,0.86332594,-0.23078666,-0.31353291,18.57174292,0.00000060,0.96172246,0.79743180,-0.14985877,-8.23593728,16.64852568,0.00000060,0.96395551,0.89604132,-0.27285978,-14.70343295,11.34964814,0.00000060,0.96315679,0.85953951,-0.22599634,-18.02128441,4.49818263,0.00000060,0.96610979,0.99821742,-0.41532821,-18.07428480,-4.28142765,0.00000060,0.96030471,0.74015561,-0.08392690,-14.33549060,-11.81110123,0.00000060,0.96145391,0.78627648,-0.13668545,-7.80006942,-16.85726930,0.00000060,0.96133378,0.78133322,-0.13089844
59,2.95000000,0.42142857,0.42142857,-0.23525785,0.05000000,1.24704483,-18.50640838,0.00000048,0.94320812,0.97839283,-0.39095066,9.65013059,-15.84054845,0.00000048,0.93987898,0.82960642,-0.19464615,15.50382860,-10.18246830,0.00000048,0.93792104,0.75215578,-0.10275708,18.34322808,-2.75120015,0.00000048,0.94271565,0.95493332,-0.35840061,17.73792482,5.42298757,0.00000048,0.94291778,0.96449832,-0.37160324,13.47713077,12.74406385,0.00000048,0.94207665,0.92526713,-0.31806593,6.76481439,17.27079615,0.00000048,0.94271881,0.95508229,-0.35860551,-1.17610344,18.51104265,0.00000048,0.94341324,0.98831971,-0.40489436,-9.65183465,15.83951723,0.00000048,0.93974954,0.82426720,-0.18807143,-15.48155265,10.21632826,0.00000048,0.93764567,0.74181472,-0.09107468,-18.38939029,2.42408527,0.00000048,0.94111842,0.88237076,-0.26143376,-17.65219942,-5.69667434,0.00000048,0.93740853,0.73301463,-0.08124657,-13.30696616,-12.92176249,0.00000048,0.94028700,0.84664590,-0.21585731,-6.36818322,-17.42108528,0.00000048,0.93989391,0.83022415,-0.19540904
60,3.00000000,0.42857143,0.42857143,-0.24700791,0.05000000,3.30527007,-18.22974716,0.00000035,0.93199546,0.84237558,-0.21652601,10.62790858,-15.17542876,0.00000035,0.93426881,0.93628160,-0.33961971,16.03828287,-9.27462198,0.00000035,0.93516284,0.97577426,-0.39425907,18.50848681,-0.82804580,0.00000035,0.93081584,0.79713300,-0.16089148,17.16242456,6.97880313,0.00000035,0.92820966,0.70497714,-0.05568017,12.51014586,13.66562254,0.00000035,0.92775820,0.69004570,-0.03972868,5.14708219,17.79758664,0.00000035,0.93382942,0.91741493,-0.31410086,-3.24128349,18.24120934,0.00000035,0.93280108,0.87461598,-0.25766279,-10.36234743,15.35795024,0.00000035,0.93539859,0.98643997,-0.40929232,-16.24306084,8.91122739,0.00000035,0.93340184,0.89939101,-0.29008421,-18.50826970,0.83295850,0.00000035,0.93069950,0.79279415,-0.15568872,-17.05890473,-7.22803243,0.00000035,0.92993058,0.76465781,-0.12253227,-12.51004247,-13.66571717,0.00000035,0.92775879,0.69006488,-0.03974896,-5.16990477,-17.79112650,0.00000035,0.92859809,0.71806098,-0.06991806
61,3.05000000,0.43571429,0.43571429,-0.19828181,-0.05000000,4.81916842,-17.87213904,0.00000023,0.94264496,0.81865912,-0.19289802,12.05749510,-14.04473380,0.00000023,0.94122611,0.76967083,-0.13386264,16.94742750,-7.44462466,0.00000023,0.94094740,0.76036913,-0.12299961,18.50637731,0.38954109,0.00000023,0.94567237,0.93286603,-0.34163476,16.44816757,8.49090789,0.00000023,0.93989395,0.72613395,-0.08400898,11.05075177,14.84986936,0.00000023,0.94068624,0.75174696,-0.11303175,3.65590489,18.14585634,0.00000023,0.94525478,0.91629085,-0.31913755,-4.63712515,17.92023472,0.00000023,0.94491098,0.90284694,-0.30111033,-11.96223087,14.12596102,0.00000023,0.94483637,0.89995347,-0.29725649,-16.92291655,7.50017579,0.00000023,0.94456178,0.88937701,-0.28324900,-18.49930663,-0.64295785,0.00000023,0.94407783,0.87101351,-0.25922799,-16.35267597,-8.67339184,0.00000023,0.94223063,0.80406641,-0.17499772,-11.42411251,-14.56459349,0.00000023,0.93810153,0.67111055,-0.02475920,-4.04558529,-18.06297233,0.00000023,0.93781383,0.66264329,-0.01603321
62,3.10000000,0.44285714,0.44285714,-0.10100941,0.05000000,6.28454835,-17.40130565,0.00000010,0.97294647,0.79003837,-0.16368282,13.11767370,-13.04725163,0.00000010,0.97588548,0.88886875,-0.28892808,17.42638805,-6.21441761,0.00000010,0.97014993,0.70544633,-0.06626438,18.37390798,2.16868843,0.00000010,0.97548036,0.87460423,-0.27014193,15.92273725,9.42196007,0.00000010,0.97845365,0.98436256,-0.42041746,9.67832944,15.76806643,0.00000010,0.97387266,0.82003926,-0.20046194,2.49119575,18.33276589,0.00000010,0.96863449,0.66315408,-0.02129337,-5.99005175,17.50477534,0.00000010,0.97005018,0.70258851,-0.06314391,-13.08068837,13.08434661,0.00000010,0.97625450,0.90204672,-0.30648678,-17.35748549,6.40498877,0.00000010,0.97779217,0.95890769,-0.38442291,-18.36318719,-2.25708122,0.00000010,0.97301462,0.79221115,-0.16630875,-15.75107441,-9.70573702,0.00000010,0.96986032,0.69717785,-0.05726787,-10.09247935,-15.50638483,0.00000010,0.97772353,0.95630122,-0.38077505,-2.56303531,-18.32285172,0.00000010,0.96833939,0.65519375,-0.01312540
63,3.15000000,0.45000000,0.45000000,0.02099361,0.05000000,7.69841038,-16.82163043,-0.00000002,0.98827321,0.78477067,-0.16294685,13.82815422,-12.28844931,-0.00000002,0.98315976,0.97433288,-0.41311493,17.78021963,-5.10922617,-0.00000002,0.99263843,0.65431391,-0.01690220,18.11896364,3.73263596,-0.00000002,0.98635179,0.85086711,-0.24547574,15.09963413,10.68838998,-0.00000002,0.99276952,0.65077759,-0.01328410,8.65887460,16.34814331,-0.00000002,0.99120623,0.69432939,-0.05915075,0.36700881,18.49589829,-0.00000002,0.98837405,0.78145819,-0.15895357,-7.69410762,16.82352057,-0.00000002,0.98676487,0.83616607,-0.22666118,-13.99468456,12.09904692,-0.00000002,0.99133964,0.69049260,-0.05499772,-17.73706196,5.25541217,-0.00000002,0.98252384,0.99883396,-0.45064064,-18.11011518,-3.77565412,-0.00000002,0.98773724,0.80263169,-0.18471818,-14.82797279,-11.06154847,-0.00000002,0.98475964,0.91019488,-0.32394150,-8.34365782,-16.51103144,-0.00000002,0.98713603,0.82319087,-0.21026996,-0.42024825,-18.49480223,-0.00000002,0.98915738,0.75623665,-0.12901327
64,3.20000000,0.45714286,0.45714286,0.13785667,0.05000000,9.07111873,-16.12606946,-0.00000015,0.95914360,0.83301590,-0.22861314,15.12234539,-10.66060649,-0.00000015,0.95832539,0.86997371,-0.27652164,18.24279055,-3.08872474,-0.00000015,0.96157809,0.73266568,-0.10702567,17.73897267,5.25968697,-0.00000015,0.95922652,0.82936529,-0.22396867,13.74951767,12.38101936,-0.00000015,0.96115453,0.74914861,-0.12610040,7.28296827,17.00882224,-0.00000015,0.96272483,0.68996152,-0.05935283,-0.86714323,18.48188162,-0.00000015,0.95721142,0.92314279,-0.34818315,-8.81065246,16.26973781,-0.00000015,0.95725617,0.92094092,-0.34515343,-15.09467228,10.69972873,-0.00000015,0.95802392,0.88403051,-0.29515936,-18.16874207,3.49852889,-0.00000015,0.96341982,0.66538499,-0.03310516,-17.73702234,-5.26641363,-0.00000015,0.96013789,0.79035546,-0.17535646,-13.73790244,-12.39372070,-0.00000015,0.95855966,0.85921525,-0.26241039,-7.43015959,-16.94507195,-0.00000015,0.96333064,0.66848546,-0.03636709,1.17213788,-18.46513729,-0.00000015,0.95908217,0.83573104,-0.23207785
65,3.25000000,0.46428571,0.46428571,0.22096761,-0.05000000,10.35570168,-15.34580444,-0.00000027,0.94832480,0.75679790,-0.14048188,15.68430542,-9.83526165,-0.00000027,0.94441231,0.96988364,-0.42064488,18.44486541,-1.58692248,-0.00000027,0.94579292,0.88816548,-0.30702860,17.48749355,6.07595573,-0.00000027,0.94429026,0.97748465,-0.43157220,13.17576972,13.00524643,-0.00000027,0.95101725,0.63955152,-0.01106271,5.56614657,17.65651461,-0.00000027,0.94852173,0.74748845,-0.12950184,-2.14817142,18.38809702,-0.00000027,0.95050003,0.66047177,-0.03268333,-10.28939107,15.39025683,-0.00000027,0.94596021,0.87877486,-0.29444158,-15.67453680,9.85082023,-0.00000027,0.94437272,0.97234185,-0.42417234,-18.45771931,1.43010510,-0.00000027,0.94686234,0.82992797,-0.23061154,-17.34827850,-6.46319529,-0.00000027,0.94954270,0.70114610,-0.07659791,-12.66542146,-13.50255986,-0.00000027,0.94635448,0.85705915,-0.26572037,-5.65540491,-17.62814509,-0.00000027,0.94905507,0.72288514,-0.10104545,2.50680356,-18.34249387,-0.00000027,0.94558464,0.90000777,-0.32304324
66,3.30000000,0.47142857,0.47142857,0.24997797,-0.05000000,11.50105547,-14.53030817,-0.00000039,0.94616831,0.71925409,-0.10205351,16.59468466,-8.24746205,-0.00000039,0.94678508,0.68996757,-0.06921609,18.53081411,0.11372647,-0.00000039,0.94479140,0.78952703,-0.18562362,16.76479084,7.89592326,-0.00000039,0.94274285,0.90795948,-0.34036953,11.46406927,14.55950150,-0.00000039,0.94439086,0.81131813,-0.21283595,4.84382830,17.88691257,-0.00000039,0.94813449,0.63023459,-0.00615450,-3.64739708,18.16866077,-0.00000039,0.94191359,0.96116626,-0.41505148,-11.64503875,14.41516734,-0.00000039,0.94448667,0.80604786,-0.20620027,-16.72740392,7.97483633,-0.00000039,0.94534590,0.76038465,-0.15017423,-18.53004442,0.20311993,-0.00000039,0.94261057,0.91623204,-0.35178083,-16.73127994,-7.96668768,-0.00000039,0.94301468,0.89120922,-0.31749552,-11.46355776,-14.55990433,-0.00000039,0.94441528,0.80997113,-0.21113671,-4.18535546,-18.05233864,-0.00000039,0.94614950,0.72016782,-0.10309747,3.74867922,-18.14803473,-0.00000039,0.94214109,0.94624652,-0.39380548
67,3.35000000,0.47857143,0.47857143,0.21778500,-0.05000000,12.43441171,-13.77269993,-0.00000052,0.95144261,0.66657457,-0.04863872,17.33491094,-6.61849300,-0.00000052,0.94967107,0.74567853,-0.13803310,18.50955828,1.30332228,-0.00000052,0.95089056,0.69021792,-0.07442173,15.94513598,9.48986114,-0.00000052,0.94840139,0.80850967,-0.21507068,10.28650507,15.44322702,-0.00000052,0.94776461,0.84212792,-0.25832112,3.35126006,18.25039536,-0.00000052,0.94527733,0.98845258,-0.46156468,-4.91249736,17.89324959,-0.00000052,0.95231035,0.63114160,-0.01157917,-12.48761301,13.72448891,-0.00000052,0.95122073,0.67597188,-0.05878767,-17.25856139,6.81532349,-0.00000052,0.94660876,0.90702229,-0.34556023,-18.48983148,-1.55941585,-0.00000052,0.94756103,0.85318814,-0.27284636,-16.08675127,-9.24786433,-0.00000052,0.94662367,0.90615197,-0.34435875,-10.32182935,-15.41964920,-0.00000052,0.94746213,0.85861718,-0.28002882,-2.78700299,-18.34500294,-0.00000052,0.94666721,0.90361569,-0.34086218,5.69263692,-17.66063629,-0.00000052,0.94905366,0.77555437,-0.17402994
68,3.40000000,0.48571429,0.48571429,0.13227067,-0.05000000,13.47671486,-12.79745834,-0.00000064,0.95872388,0.95184410,-0.41534694,17.67596996,-5.73976509,-0.00000064,0.96591027,0.64790518,-0.03349888,18.37381088,2.79099915,-0.00000064,0.96483806,0.68571950,-0.07435096,15.15830265,10.75248702,-0.00000064,0.96272795,0.76722341,-0.16935463,9.05681756,16.22845968,-0.00000064,0.96348963,0.73666555,-0.13266831,1.04242203,18.55541769,-0.00000064,0.96269609,0.76853109,-0.17095208,-6.71988558,17.32712044,-0.00000064,0.96522094,0.67195156,-0.05922935,-13.46500346,12.80978304,-0.00000064,0.95867819,0.95420751,-0.41874458,-17.77414672,5.42909692,-0.00000064,0.95956367,0.90950640,-0.35549062,-18.38094390,-2.74357022,-0.00000064,0.96503410,0.67863269,-0.06653249,-15.28020574,-10.57875904,-0.00000064,0.95989683,0.89327312,-0.33305812,-8.97248833,-16.27530686,-0.00000064,0.96210092,0.79339877,-0.20174937,-1.04334799,-18.55536497,-0.00000064,0.96271108,0.76791552,-0.17019982,6.29754488,-17.48497953,-0.00000064,0.96665297,0.62302525,-0.00781651
69,3.45000000,0.49285714,0.49285714,0.01437187,-0.05000000,14.79887087,-11.29789060,-0.00000076,0.98801770,0.85450134,-0.28678768,18.08795957,-4.41161754,-0.00000076,0.99512049,0.63276301,-0.02227188,18.14065457,4.18994454,-0.00000076,0.99376904,0.66962221,-0.06148173,14.25356887,11.97833836,-0.00000076,0.99039057,0.77229262,-0.18107588,7.72205566,16.94144629,-0.00000076,0.99158930,0.73404181,-0.13481989,0.15521500,18.61755529,-0.00000076,0.99465372,0.64523990,-0.03531015,-7.57700873,17.00658499,-0.00000076,0.99608032,0.60791640,0.00295494,-14.48484050,11.69797536,-0.00000076,0.98551461,0.95155716,-0.42173167,-18.23965257,3.73607136,-0.00000076,0.99135232,0.74143875,-0.14361255,-18.05913105,-4.52886197,-0.00000076,0.99155524,0.73510011,-0.13607332,-14.29561305,-11.92828791,-0.00000076,0.98819510,0.84803995,-0.27818221,-8.16500337,-16.73232177,-0.00000076,0.99441321,0.65177237,-0.04223305,0.31140178,-18.61570863,-0.00000076,0.99226558,0.71336790,-0.11064275,7.76511845,-16.92209745,-0.00000076,0.98481083,0.98094080,-0.46458727
70,3.50000000,0.50000000,0.50000000,-0.10704567,-0.05000000,15.75168964,-10.00342294,-0.00000088,0.97291452,0.81426329,-0.23982374,18.53106384,-2.18715540,-0.00000088,0.97310644,0.82065744,-0.24812619,17.81648283,5.54553113,-0.00000088,0.97657823,0.94456856,-0.41841837,13.47724211,12.90523595,-0.00000088,0.97554176,0.90589163,-0.36341148,6.49797950,17.49164711,-0.00000088,0.97529344,0.89684325,-0.35077855,-1.43086935,18.60463765,-0.00000088,0.97661886,0.94611505,-0.42065117,-9.40044921,16.11867479,-0.00000088,0.97645116,0.93974691,-0.41147318,-15.75678486,9.99541244,-0.00000088,0.97261770,0.80446404,-0.22719753,-18.43307452,2.89846221,-0.00000088,0.97714819,0.96647652,-0.45028308,-17.74083200,-5.78376518,-0.00000088,0.96869359,0.68467930,-0.08297989,-13.75284714,-12.61104866,-0.00000088,0.97711917,0.96535017,-0.44863261,-6.37965484,-17.53517496,-0.00000088,0.97451165,0.86889465,-0.31233861,1.90006797,-18.56266310,-0.00000088,0.97419678,0.85786544,-0.29741507,9.54227514,-16.03514567,-0.00000088,0.97576608,0.91413701,-0.37500203
71,3.55000000,0.50714286,0.50714286,-0.20225469,0.05000000,16.55604366,-8.70674447,-0.00000099,0.94275205,0.78328778,-0.20591675,18.69254567,-0.70633054,-0.00000099,0.94169076,0.74796138,-0.16211234,17.35466763,6.98041854,-0.00000099,0.93845220,0.64898210,-0.04853914,12.33547903,14.06223234,-0.00000099,0.94023083,0.70174659,-0.10733911,5.02367657,18.01868773,-0.00000099,0.94015827,0.69951965,-0.10477508,-3.39563614,18.39510692,-0.00000099,0.94090606,0.72278618,-0.13190922,-10.44423456,15.51866191,-0.00000099,0.93747011,0.62142973,-0.01951937,-16.48931434,8.83244586,-0.00000099,0.94500550,0.86341638,-0.31107565,-18.66761142,1.19623741,-0.00000099,0.93863334,0.65418455,-0.05415149,-17.13853440,-7.49536152,-0.00000099,0.94375617,0.81811170,-0.25065835,-12.69390070,-13.73956677,-0.00000099,0.93800363,0.63626157,-0.03499269,-5.42451691,-17.90210579,-0.00000099,0.93820211,0.64186167,-0.04092535,2.76408667,-18.50051224,-0.00000099,0.94763511,0.96637007,-0.45702968,10.81890687,-15.25981145,-0.00000099,0.93925616,0.67236486,-0.07408702
72,3.60000000,0.51428571,0.51428571,-0.24794471,-0.05000000,17.22248375,-7.42943335,-0.00000111,0.93249816,0.84383021,-0.29068410,18.75580067,0.15898087,-0.00000111,0.92636326,0.63369899,-0.03682076,16.50654841,8.90747966,-0.00000111,0.93118277,0.79402498,-0.22522149,11.04922778,15.15660594,-0.00000111,0.92974158,0.74256365,-0.16086826,3.90989042,18.34443831,-0.00000111,0.92675670,0.64557631,-0.04949883,-4.74072999,18.14751393,-0.00000111,0.92810878,0.68796914,-0.09650447,-12.18654372,14.25816196,-0.00000111,0.92840728,0.69766599,-0.10762957,-17.25641500,7.35019206,-0.00000111,0.93099933,0.78729770,-0.21661464,-18.73848509,-0.82414385,-0.00000111,0.93202863,0.82573228,-0.26654724,-16.97470177,-7.97897045,-0.00000111,0.92532247,0.60323903,-0.00533501,-11.44992371,-14.85636390,-0.00000111,0.93475690,0.93608920,-0.41959375,-3.35107072,-18.45477672,-0.00000111,0.93012786,0.75604776,-0.17739525,5.00333850,-18.07695196,-0.00000111,0.93148847,0.80535321,-0.23984335,11.67845383,-14.67714443,-0.00000111,0.92578369,0.61656751,-0.01892755
73,3.65000000,0.52142857,0.52142857,-0.23292922,-0.05000000,17.55189046,-6.77477872,-0.00000122,0.94439712,0.97790001,-0.48805104,18.68270354,2.21648883,-0.00000122,0.93751371,0.69926699,-0.11447415,16.06587523,9.78986669,-0.00000122,0.93590378,0.64568238,-0.05422505,10.25528179,15.77322022,-0.00000122,0.94358816,0.94053301,-0.43275808,2.05458903,18.70139283,-0.00000122,0.94234547,0.88568762,-0.35430836,-6.34233873,17.71245887,-0.00000122,0.93766508,0.70451038,-0.12059552,-13.48931993,13.11486329,-0.00000122,0.94097647,0.82868987,-0.27638405,-17.75128020,6.23345408,-0.00000122,0.94265999,0.89928287,-0.37344603,-18.67681888,-2.26563913,-0.00000122,0.93781566,0.70976238,-0.12676607,-16.27668896,-9.43589603,-0.00000122,0.94456629,0.98588515,-0.50005392,-10.66569387,-15.49820761,-0.00000122,0.93431121,0.59642397,-0.00275850,-1.80313970,-18.72718673,-0.00000122,0.93926035,0.76201755,-0.19023226,5.77475233,-17.90581537,-0.00000122,0.94406342,0.96232331,-0.46482503,13.30616022,-13.30043285,-0.00000122,0.93696276,0.68048450,-0.09287140
74,3.70000000,0.52857143,0.52857143,-0.16088453,-0.05000000,18.35465144,-4.41528827,-0.00000133,0.96383322,0.79448398,-0.23716060,18.45189724,3.98932332,-0.00000133,0.96333315,0.77451362,-0.21148202,14.91103705,11.57787299,-0.00000133,0.96267058,0.74877037,-0.17914219,8.41839860,16.89723525,-0.00000133,0.96255952,0.74453371,-0.17390392,0.32896922,18.87542724,-0.00000133,0.96508695,0.84666860,-0.30660029,-7.72671262,17.22443520,-0.00000133,0.96082078,0.68103494,-0.09836172,-14.22292434,12.41376754,-0.00000133,0.96713609,0.93884622,-0.43700273,-18.32794717,4.52451113,-0.00000133,0.96183209,0.71732829,-0.14084723,-18.61034736,-3.16784083,-0.00000133,0.95890834,0.61701145,-0.02819972,-15.01712227,-11.44014160,-0.00000133,0.96561201,0.86945278,-0.33793906,-8.65068020,-16.77942117,-0.00000133,0.96081243,0.68074234,-0.09802692,-0.21726798,-18.87696864,-0.00000133,0.96329379,0.77296204,-0.20950834,7.84868139,-17.16923333,-0.00000133,0.96153007,0.70630627,-0.12774616,14.56193946,-12.01394998,-0.00000133,0.96197583,0.72263000,-0.14720947
